ball	 paddle	timestamp
[524.5213470017702, 378.8276704011938, 1341266874.400056]	[637.0, 384.0, 1341266874.400154]
[524.5213470017702, 378.8276704011938, 1341266874.415631]	[637.0, 384.0, 1341266874.415728]
[524.5213470017702, 378.8276704011938, 1341266874.433926]	[637.0, 384.0, 1341266874.434025]
[524.5213470017702, 378.8276704011938, 1341266874.450128]	[637.0, 384.0, 1341266874.450227]
[524.5213470017702, 378.8276704011938, 1341266874.466885]	[637.0, 384.0, 1341266874.466988]
[524.5213470017702, 378.8276704011938, 1341266874.483573]	[637.0, 384.0, 1341266874.483671]
[524.5213470017702, 378.8276704011938, 1341266874.500224]	[637.0, 384.0, 1341266874.500322]
[524.5213470017702, 378.8276704011938, 1341266874.517016]	[637.0, 384.0, 1341266874.517114]
[524.5213470017702, 378.8276704011938, 1341266874.533757]	[637.0, 384.0, 1341266874.533857]
[524.5213470017702, 378.8276704011938, 1341266874.550005]	[637.0, 384.0, 1341266874.550102]
[524.5213470017702, 378.8276704011938, 1341266874.565899]	[637.0, 384.0, 1341266874.565997]
[524.5213470017702, 378.8276704011938, 1341266874.583922]	[637.0, 384.0, 1341266874.584022]
[524.5213470017702, 378.8276704011938, 1341266874.600514]	[637.0, 384.0, 1341266874.600613]
[524.5213470017702, 378.8276704011938, 1341266874.61724]	[637.0, 384.0, 1341266874.61734]
[524.5213470017702, 378.8276704011938, 1341266874.633021]	[637.0, 384.0, 1341266874.633117]
[524.5213470017702, 378.8276704011938, 1341266874.649379]	[637.0, 384.0, 1341266874.649474]
[524.5213470017702, 378.8276704011938, 1341266874.667478]	[637.0, 384.0, 1341266874.667578]
[524.5213470017702, 378.8276704011938, 1341266874.684154]	[637.0, 384.0, 1341266874.684254]
[524.5213470017702, 378.8276704011938, 1341266874.700742]	[637.0, 384.0, 1341266874.700839]
[524.5213470017702, 378.8276704011938, 1341266874.716175]	[637.0, 384.0, 1341266874.716267]
[524.5213470017702, 378.8276704011938, 1341266874.734317]	[637.0, 384.0, 1341266874.734418]
[524.5213470017702, 378.8276704011938, 1341266874.750807]	[637.0, 384.0, 1341266874.750904]
[524.5213470017702, 378.8276704011938, 1341266874.766501]	[637.0, 384.0, 1341266874.766597]
[524.5213470017702, 378.8276704011938, 1341266874.783421]	[637.0, 384.0, 1341266874.78352]
[524.5213470017702, 378.8276704011938, 1341266874.799806]	[637.0, 384.0, 1341266874.799901]
[524.5213470017702, 378.8276704011938, 1341266874.817944]	[637.0, 384.0, 1341266874.818043]
[524.5213470017702, 378.8276704011938, 1341266874.83466]	[637.0, 384.0, 1341266874.834759]
[524.5213470017702, 378.8276704011938, 1341266874.850995]	[637.0, 384.0, 1341266874.851092]
[524.5213470017702, 378.8276704011938, 1341266874.866828]	[637.0, 384.0, 1341266874.866925]
[524.5213470017702, 378.8276704011938, 1341266874.884784]	[637.0, 384.0, 1341266874.884883]
[524.5213470017702, 378.8276704011938, 1341266874.90113]	[637.0, 384.0, 1341266874.901227]
[524.5213470017702, 378.8276704011938, 1341266874.918123]	[637.0, 384.0, 1341266874.918221]
[524.5213470017702, 378.8276704011938, 1341266874.934891]	[637.0, 384.0, 1341266874.934988]
[524.5213470017702, 378.8276704011938, 1341266874.951228]	[637.0, 384.0, 1341266874.951325]
[524.5213470017702, 378.8276704011938, 1341266874.967149]	[637.0, 384.0, 1341266874.967247]
[524.5213470017702, 378.8276704011938, 1341266874.985056]	[637.0, 384.0, 1341266874.985154]
[524.5213470017702, 378.8276704011938, 1341266875.00133]	[637.0, 384.0, 1341266875.001431]
[524.5213470017702, 378.8276704011938, 1341266875.017068]	[637.0, 384.0, 1341266875.017162]
[524.5213470017702, 378.8276704011938, 1341266875.035248]	[637.0, 384.0, 1341266875.035347]
[524.5213470017702, 378.8276704011938, 1341266875.051451]	[637.0, 384.0, 1341266875.051549]
[524.5213470017702, 378.8276704011938, 1341266875.067412]	[637.0, 384.0, 1341266875.067509]
[524.5213470017702, 378.8276704011938, 1341266875.085427]	[637.0, 384.0, 1341266875.085526]
[524.5213470017702, 378.8276704011938, 1341266875.101479]	[637.0, 384.0, 1341266875.101577]
[524.5213470017702, 378.8276704011938, 1341266875.117394]	[637.0, 384.0, 1341266875.117487]
[524.5213470017702, 378.8276704011938, 1341266875.135548]	[637.0, 384.0, 1341266875.135648]
[524.5213470017702, 378.8276704011938, 1341266875.151827]	[637.0, 384.0, 1341266875.151925]
[524.5213470017702, 378.8276704011938, 1341266875.16896]	[637.0, 384.0, 1341266875.169059]
[524.5213470017702, 378.8276704011938, 1341266875.184457]	[637.0, 384.0, 1341266875.184553]
[524.5213470017702, 378.8276704011938, 1341266875.20175]	[637.0, 384.0, 1341266875.201847]
[524.5213470017702, 378.8276704011938, 1341266875.21906]	[637.0, 384.0, 1341266875.219159]
[524.5213470017702, 378.8276704011938, 1341266875.234843]	[637.0, 384.0, 1341266875.234944]
[524.5213470017702, 378.8276704011938, 1341266875.251925]	[637.0, 384.0, 1341266875.252027]
[524.5213470017702, 378.8276704011938, 1341266875.282182]	[637.0, 384.0, 1341266875.282286]
[524.5213470017702, 378.8276704011938, 1341266875.299106]	[637.0, 384.0, 1341266875.299199]
[524.5213470017702, 378.8276704011938, 1341266875.318174]	[637.0, 384.0, 1341266875.318273]
[524.5213470017702, 378.8276704011938, 1341266875.336073]	[637.0, 384.0, 1341266875.336172]
[524.5213470017702, 378.8276704011938, 1341266875.352045]	[637.0, 384.0, 1341266875.352142]
[524.5213470017702, 378.8276704011938, 1341266875.369125]	[637.0, 384.0, 1341266875.369222]
[524.5213470017702, 378.8276704011938, 1341266875.385038]	[637.0, 384.0, 1341266875.385133]
[524.5213470017702, 378.8276704011938, 1341266875.403096]	[637.0, 384.0, 1341266875.403195]
[524.5213470017702, 378.8276704011938, 1341266875.41978]	[637.0, 384.0, 1341266875.41988]
[524.5213470017702, 378.8276704011938, 1341266875.435051]	[637.0, 384.0, 1341266875.435146]
[524.5213470017702, 378.8276704011938, 1341266875.453205]	[637.0, 384.0, 1341266875.453304]
[524.5213470017702, 378.8276704011938, 1341266875.469911]	[637.0, 384.0, 1341266875.470089]
[524.5213470017702, 378.8276704011938, 1341266875.485325]	[637.0, 384.0, 1341266875.485422]
[524.5213470017702, 378.8276704011938, 1341266875.503308]	[637.0, 384.0, 1341266875.503409]
[524.5213470017702, 378.8276704011938, 1341266875.520058]	[637.0, 384.0, 1341266875.520158]
[524.5213470017702, 378.8276704011938, 1341266875.536778]	[637.0, 384.0, 1341266875.53688]
[524.5213470017702, 378.8276704011938, 1341266875.553556]	[637.0, 384.0, 1341266875.553655]
