641.22640826693828,401.56454619574527,1342118521.4087181,765.0,400.0,1342118521.4088249
641.22640826693828,401.56454619574527,1342118521.4178641,765.0,400.0,1342118521.417938
641.22640826693828,401.56454619574527,1342118521.4381311,765.0,400.0,1342118521.438211
641.22640826693828,401.56454619574527,1342118521.4536459,765.0,400.0,1342118521.4537239
641.22640826693828,401.56454619574527,1342118521.46998,765.0,400.0,1342118521.470058
641.22640826693828,401.56454619574527,1342118521.486558,765.0,400.0,1342118521.486634
641.22640826693828,401.56454619574527,1342118521.5028529,765.0,400.0,1342118521.502929
641.22640826693828,401.56454619574527,1342118521.5192671,765.0,400.0,1342118521.519345
641.22640826693828,401.56454619574527,1342118521.5359671,765.0,400.0,1342118521.5360789
641.22640826693828,401.56454619574527,1342118521.552213,765.0,400.0,1342118521.5523169
641.22640826693828,401.56454619574527,1342118521.5686569,765.0,400.0,1342118521.5687521
641.22640826693828,401.56454619574527,1342118521.58514,765.0,400.0,1342118521.5852251
641.22640826693828,401.56454619574527,1342118521.6012981,765.0,400.0,1342118521.6013751
641.22640826693828,401.56454619574527,1342118521.6179011,765.0,400.0,1342118521.617979
641.22640826693828,401.56454619574527,1342118521.634227,765.0,400.0,1342118521.6343081
641.22640826693828,401.56454619574527,1342118521.6505189,765.0,400.0,1342118521.6505959
641.22640826693828,401.56454619574527,1342118521.667026,765.0,400.0,1342118521.667104
641.22640826693828,401.56454619574527,1342118521.6855581,765.0,400.0,1342118521.6856339
641.22640826693828,401.56454619574527,1342118521.6997049,765.0,400.0,1342118521.6997819
641.22640826693828,401.56454619574527,1342118521.729583,765.0,400.0,1342118521.7296569
643.87247309026452,404.94016813554697,1342118521.7492039,765.0,400.0,1342118521.7492969
646.11207579641382,407.79726066203057,1342118521.7657499,765.0,400.0,1342118521.7658679
648.3444300737558,410.64510626640731,1342118521.7822039,765.0,400.0,1342118521.7823229
650.55850148379386,413.46962816100586,1342118521.7984729,765.0,400.0,1342118521.798568
652.81748726519118,416.35144794794462,1342118521.815105,765.0,400.0,1342118521.815201
654.98975077335888,419.12263491682006,1342118521.831116,765.0,400.0,1342118521.8312171
657.23013009688043,421.98071818495794,1342118521.8476219,765.0,400.0,1342118521.8477199
659.42355642844063,424.778902863913,1342118521.863786,765.0,400.0,1342118521.863884
661.6721225934275,427.64743020032324,1342118521.8803511,765.0,400.0,1342118521.88045
663.8909184258132,430.47797910665201,1342118521.8967161,765.0,400.0,1342118521.896816
666.10906707705522,433.30770239493563,1342118521.9130499,765.0,400.0,1342118521.913152
668.32093807120543,436.12941718818024,1342118521.929353,765.0,400.0,1342118521.9294541
670.55779025749484,438.98300083797153,1342118521.9458189,765.0,400.0,1342118521.9459131
672.7776862978244,441.81495329497727,1342118521.962173,765.0,400.0,1342118521.9622669
675.00314809598819,444.65400606717219,1342118521.9785709,765.0,400.0,1342118521.9786661
677.2264418373212,447.49029301891551,1342118521.994952,765.0,400.0,1342118521.99505
679.45666041688969,450.33541408374299,1342118522.0113881,765.0,400.0,1342118522.011492
681.69516291509501,453.19110305954962,1342118522.027885,765.0,400.0,1342118522.027982
683.91858609265671,456.02755513490195,1342118522.0442591,765.0,400.0,1342118522.0443649
686.13453432801089,458.85447132183162,1342118522.0605879,765.0,400.0,1342118522.060683
688.38022053690906,461.71932465794055,1342118522.077132,765.0,400.0,1342118522.0772271
690.60814162341819,464.56151477870742,1342118522.0935459,765.0,400.0,1342118522.093642
692.84120780001808,467.41026856293399,1342118522.1099989,765.0,400.0,1342118522.1100941
695.18215907323997,470.3966528753034,1342118522.1273601,765.0,408.62395763397217,1342118522.127538
697.30730779416069,473.1077348504848,1342118522.1429579,765.0,416.45290851593018,1342118522.1431351
699.51827273470997,475.92829377846613,1342118522.1592209,765.0,424.59800243377686,1342118522.1593781
701.74561135818988,478.76974084299218,1342118522.175607,765.0,432.80341625213623,1342118522.17575
704.00650632396037,481.65399620316441,1342118522.1923571,765.0,441.13245010375977,1342118522.1925781
706.22028650248399,484.4781465696426,1342118522.2086301,765.0,449.28791522979736,1342118522.208822
708.42973056734604,487.2967652952176,1342118522.2248909,765.0,457.42740631103516,1342118522.2250321
710.65642200968239,490.13738674169849,1342118522.2412701,765.0,465.63043594360352,1342118522.24141
712.87062285594925,492.96207375990605,1342118522.2575769,765.0,473.78745079040527,1342118522.2577159
715.11346146781602,495.82329437661588,1342118522.2740991,765.0,482.04996585845947,1342118522.2742391
717.33837316200766,498.66164537347231,1342118522.290493,765.0,490.24643898010254,1342118522.290633
719.59260216200016,501.53739686777851,1342118522.3071871,765.0,498.55091571807861,1342118522.3073909
721.80897106509769,504.36484970643767,1342118522.3234839,765.0,506.71591758728027,1342118522.323662
724.03103516225804,507.19956798389501,1342118522.339803,765.0,514.90190029144287,1342118522.3399439
726.25921512122454,510.0420883518799,1342118522.3562231,765.0,523.11041355133057,1342118522.356364
728.48700677150487,512.88411334903765,1342118522.3726339,765.0,523.11041355133057,1342118522.3727739
730.74408336852866,515.76349756274294,1342118522.389358,765.0,523.11041355133057,1342118522.38956
732.94401387058122,518.56997970305281,1342118522.4055281,765.0,523.11041355133057,1342118522.4057021
735.21008628549976,521.46084000758697,1342118522.422169,765.0,523.11041355133057,1342118522.4222701
737.39089258476179,524.24292513465969,1342118522.4382391,765.0,523.11041355133057,1342118522.438333
739.61551304743898,527.08090460339577,1342118522.454632,765.0,523.11041355133057,1342118522.4547279
741.84194561731795,529.92119580265853,1342118522.4710441,765.0,523.11041355133057,1342118522.471139
